Vehicle_Model,Engine_Displacement_L,Engine_Cylinders,Transmission_Type,Drive,Fuel,Cert_Region,Veh_Class,Air_Pollution_Score,City_Mpg,Hwy_Mpg,Combined_Mpg,Greenhouse_Gas_Score,Smartway,Combined_Co2
LAND ROVER Discovery Sport,2.0,4,SemiAuto-9,4WD,Gasoline,CA,small SUV,7.0,21,25,22,4,No,395
LAND ROVER Discovery Sport,2.0,4,SemiAuto-9,4WD,Gasoline,FA,small SUV,7.0,20,25,22,4,No,402
LAND ROVER Discovery Sport,2.0,4,SemiAuto-9,4WD,Gasoline,FA,small SUV,7.0,21,25,22,4,No,395
LAND ROVER Range Rover,3.0,6,SemiAuto-8,4WD,Diesel,CA,standard SUV,1.0,22,28,24,4,No,412
LAND ROVER Range Rover,3.0,6,SemiAuto-8,4WD,Diesel,FA,standard SUV,1.0,22,28,24,4,No,412
LAND ROVER Range Rover,3.0,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,7.0,17,23,19,3,No,468
LAND ROVER Range Rover,3.0,6,SemiAuto-8,4WD,Gasoline,FA,standard SUV,7.0,17,23,19,3,No,468
LAND ROVER Range Rover,5.0,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,14,19,16,2,No,569
LAND ROVER Range Rover,5.0,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,16,21,18,3,No,491
LAND ROVER Range Rover,5.0,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,14,19,16,2,No,569
LAND ROVER Range Rover,5.0,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,16,21,18,3,No,491
LAND ROVER Range Rover Evoque,2.0,4,SemiAuto-9,4WD,Gasoline,CA,small SUV,7.0,21,29,24,5,No,377
LAND ROVER Range Rover Evoque,2.0,4,SemiAuto-9,4WD,Gasoline,CA,small SUV,7.0,22,29,25,5,No,362
LAND ROVER Range Rover Evoque,2.0,4,SemiAuto-9,4WD,Gasoline,FA,small SUV,7.0,21,29,24,5,No,377
LAND ROVER Range Rover Evoque,2.0,4,SemiAuto-9,4WD,Gasoline,FA,small SUV,7.0,22,29,25,5,No,362
LAND ROVER Range Rover Evoque Cabriolet,2.0,4,SemiAuto-9,4WD,Gasoline,CA,small SUV,7.0,21,29,24,5,No,371
LAND ROVER Range Rover Evoque Cabriolet,2.0,4,SemiAuto-9,4WD,Gasoline,FA,small SUV,7.0,21,29,24,5,No,371
LAND ROVER Range Rover LWB,5.0,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,13,19,15,2,No,587
LAND ROVER Range Rover LWB,5.0,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,16,21,18,3,No,491
LAND ROVER Range Rover LWB,5.0,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,13,19,15,2,No,587
LAND ROVER Range Rover LWB,5.0,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,16,21,18,3,No,491
LAND ROVER Range Rover Sport,3.0,6,SemiAuto-8,4WD,Diesel,CA,standard SUV,1.0,22,28,24,4,No,412
LAND ROVER Range Rover Sport,3.0,6,SemiAuto-8,4WD,Diesel,FA,standard SUV,1.0,22,28,24,4,No,412
LAND ROVER Range Rover Sport,3.0,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,7.0,17,23,19,3,No,468
LAND ROVER Range Rover Sport,3.0,6,SemiAuto-8,4WD,Gasoline,FA,standard SUV,7.0,17,23,19,3,No,468
LAND ROVER Range Rover Sport,5.0,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,15,20,16,2,No,540
LAND ROVER Range Rover Sport,5.0,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,17,22,19,3,No,474
LAND ROVER Range Rover Sport,5.0,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,15,20,16,2,No,540
LAND ROVER Range Rover Sport,5.0,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,17,22,19,3,No,474
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Diesel,CA,small SUV,1.0,26,30,28,5,No,369
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Diesel,FA,small SUV,1.0,26,30,28,5,No,369
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,7.0,21,27,23,5,No,384
LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,FA,small SUV,7.0,21,27,23,5,No,384
LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,7.0,18,24,20,4,No,439
LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,7.0,18,24,20,4,No,439
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,CA,midsize car,7.0,40,39,40,9,Yes,223
LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,FA,midsize car,7.0,40,39,40,9,Yes,223
LEXUS ES 350,3.5,6,SemiAuto-6,2WD,Gasoline,FA,midsize car,3.0,21,30,24,5,No,366
LEXUS ES 350,3.5,6,SemiAuto-6,2WD,Gasoline,CA,midsize car,3.0,21,30,24,5,No,366
LEXUS GS 300,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,3.0,22,32,26,5,No,345
LEXUS GS 300,2.0,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,3.0,22,32,26,5,No,345
LEXUS GS 300 F Sport,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,3.0,21,30,24,5,No,368
LEXUS GS 300 F Sport,2.0,4,SemiAuto-8,2WD,Gasoline,FA,midsize car,3.0,21,30,24,5,No,368
LEXUS GS 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,midsize car,5.0,19,26,22,4,No,407
LEXUS GS 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,midsize car,5.0,19,26,22,4,No,407
LEXUS GS 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,20,28,23,5,No,388
LEXUS GS 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,20,28,23,5,No,388
LEXUS GS 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,5.0,19,27,22,4,No,405
LEXUS GS 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,FA,midsize car,5.0,19,27,22,4,No,405
LEXUS GS 450h,3.5,6,SCV-8,2WD,Gasoline,CA,midsize car,7.0,29,34,31,7,Yes,283
LEXUS GS 450h,3.5,6,SCV-8,2WD,Gasoline,FA,midsize car,7.0,29,34,31,7,Yes,283
LEXUS GS F,5.0,8,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,16,24,19,3,No,472
LEXUS GS F,5.0,8,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,16,24,19,3,No,472
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,FA,standard SUV,3.0,15,18,16,2,No,548
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3.0,15,18,16,2,No,548
LEXUS IS 300,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,22,32,26,5,No,345
LEXUS IS 300,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,22,32,26,5,No,345
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,Gasoline,CA,small car,5.0,19,26,22,4,No,410
LEXUS IS 300,3.5,6,SemiAuto-6,4WD,Gasoline,FA,small car,5.0,19,26,22,4,No,410
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,small car,5.0,19,26,22,4,No,410
LEXUS IS 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,small car,5.0,19,26,22,4,No,410
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,20,28,23,5,No,388
LEXUS IS 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,20,28,23,5,No,388
LEXUS LC 500,5.0,8,SemiAuto-10,2WD,Gasoline,CA,small car,5.0,16,26,19,3,No,459
LEXUS LC 500,5.0,8,SemiAuto-10,2WD,Gasoline,FA,small car,5.0,16,26,19,3,No,459
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,CA,small car,7.0,26,35,30,7,Yes,301
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,FA,small car,7.0,26,35,30,7,Yes,301
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,Gasoline,CA,midsize car,3.0,19,30,23,5,No,387
LEXUS LS 500,3.4,6,SemiAuto-10,2WD,Gasoline,FA,midsize car,3.0,19,30,23,5,No,387
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,Gasoline,CA,midsize car,3.0,18,27,21,4,No,417
LEXUS LS 500,3.4,6,SemiAuto-10,4WD,Gasoline,FA,midsize car,3.0,18,27,21,4,No,417
LEXUS LS 500h,3.5,6,SCV-10,2WD,Gasoline,CA,midsize car,7.0,25,33,28,6,No,314
LEXUS LS 500h,3.5,6,SCV-10,2WD,Gasoline,FA,midsize car,7.0,25,33,28,6,No,314
LEXUS LS 500h,3.5,6,SCV-10,4WD,Gasoline,CA,midsize car,7.0,23,31,26,5,No,340
LEXUS LS 500h,3.5,6,SCV-10,4WD,Gasoline,FA,midsize car,7.0,23,31,26,5,No,340
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,FA,standard SUV,3.0,13,18,15,2,No,597
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3.0,13,18,15,2,No,597
LEXUS NX 300,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,22,28,25,5,No,360
LEXUS NX 300,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,22,28,25,5,No,360
LEXUS NX 300,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,22,28,24,5,No,363
LEXUS NX 300,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,22,28,24,5,No,363
LEXUS NX 300 F Sport,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,22,27,24,5,No,374
LEXUS NX 300 F Sport,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,22,27,24,5,No,374
LEXUS NX 300h,2.5,4,SCV-6,4WD,Gasoline,CA,small SUV,7.0,33,30,31,7,Yes,283
LEXUS NX 300h,2.5,4,SCV-6,4WD,Gasoline,FA,small SUV,7.0,33,30,31,7,Yes,283
LEXUS RC 300,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,3.0,22,32,26,5,No,345
LEXUS RC 300,2.0,4,SemiAuto-8,2WD,Gasoline,FA,small car,3.0,22,32,26,5,No,345
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,CA,small car,5.0,18,24,21,4,No,422
LEXUS RC 300,3.5,6,SemiAuto-6,4WD,Gasoline,FA,small car,5.0,18,24,21,4,No,422
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,small car,5.0,18,24,21,4,No,422
LEXUS RC 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,small car,5.0,18,24,21,4,No,422
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,20,28,23,5,No,388
LEXUS RC 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,20,28,23,5,No,388
LEXUS RC F,5.0,8,SemiAuto-8,2WD,Gasoline,CA,small car,5.0,16,25,19,3,No,465
LEXUS RC F,5.0,8,SemiAuto-8,2WD,Gasoline,FA,small car,5.0,16,25,19,3,No,465
LEXUS RX 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,small SUV,5.0,20,27,23,5,No,391
LEXUS RX 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,small SUV,5.0,20,27,23,5,No,391
LEXUS RX 350,3.5,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,5.0,19,26,22,4,No,405
LEXUS RX 350,3.5,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,5.0,19,26,22,4,No,405
LEXUS RX 350 L,3.5,6,SemiAuto-8,2WD,Gasoline,CA,small SUV,5.0,19,26,22,4,No,407
LEXUS RX 350 L,3.5,6,SemiAuto-8,2WD,Gasoline,FA,small SUV,5.0,19,26,22,4,No,407
LEXUS RX 350 L,3.5,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,5.0,18,25,21,4,No,432
LEXUS RX 350 L,3.5,6,SemiAuto-8,4WD,Gasoline,FA,small SUV,5.0,18,25,21,4,No,432
LEXUS RX 450h,3.5,6,SCV-6,4WD,Gasoline,CA,standard SUV,7.0,31,28,30,7,Yes,297
LEXUS RX 450h,3.5,6,SCV-6,4WD,Gasoline,FA,standard SUV,7.0,31,28,30,7,Yes,297
LEXUS RX 450h L,3.5,6,SCV-6,4WD,Gasoline,CA,standard SUV,7.0,29,28,29,6,No,305
LEXUS RX 450h L,3.5,6,SCV-6,4WD,Gasoline,FA,standard SUV,7.0,29,28,29,6,No,305
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,CA,large car,5.0,18,27,21,4,No,424
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,FA,large car,5.0,18,27,21,4,No,424
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,CA,large car,5.0,17,25,20,4,No,451
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,FA,large car,5.0,17,25,20,4,No,451
LINCOLN Continental,3.0,6,SemiAuto-6,4WD,Gasoline,CA,large car,5.0,16,24,19,3,No,467
LINCOLN Continental,3.0,6,SemiAuto-6,4WD,Gasoline,FA,large car,5.0,16,24,19,3,No,467
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,CA,large car,3.0,17,26,20,4,No,440
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,FA,large car,3.0,17,26,20,4,No,440
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,CA,large car,3.0,16,24,19,3,No,466
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,FA,large car,3.0,16,24,19,3,No,466
LINCOLN MKC,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5.0,21,28,23,5,No,386
LINCOLN MKC,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,5.0,21,28,23,5,No,386
LINCOLN MKC,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,19,25,21,4,No,413
LINCOLN MKC,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,19,25,22,4,No,404
LINCOLN MKC,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,19,25,21,4,No,413
LINCOLN MKC,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,19,25,22,4,No,404
LINCOLN MKC,2.3,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,18,25,20,4,No,436
LINCOLN MKC,2.3,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,18,25,20,4,No,436
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,FA,standard SUV,3.0,15,21,17,3,No,523
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3.0,15,21,17,3,No,523
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,FA,standard SUV,3.0,16,24,19,3,No,468
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,CA,standard SUV,3.0,16,24,19,3,No,468
LINCOLN MKT Limo,3.5,6,Auto-6,4WD,Gasoline,CA,special purpose,1.0,14,21,16,2,No,557
LINCOLN MKT Limo,3.5,6,Auto-6,4WD,Gasoline,FA,special purpose,1.0,14,21,16,2,No,557
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,FA,special purpose,3.0,16,23,18,3,No,493
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,CA,special purpose,3.0,16,23,18,3,No,493
LINCOLN MKX,2.7,6,SemiAuto-6,2WD,Gasoline,CA,small SUV,5.0,18,25,20,4,No,444
LINCOLN MKX,2.7,6,SemiAuto-6,2WD,Gasoline,FA,small SUV,5.0,18,25,20,4,No,444
LINCOLN MKX,2.7,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,5.0,17,24,19,3,No,467
LINCOLN MKX,2.7,6,SemiAuto-6,4WD,Gasoline,FA,small SUV,5.0,17,24,19,3,No,467
LINCOLN MKX,3.7,6,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,17,25,20,4,No,440
LINCOLN MKX,3.7,6,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,17,25,20,4,No,440
LINCOLN MKX,3.7,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,16,23,19,3,No,471
LINCOLN MKX,3.7,6,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,16,23,19,3,No,471
LINCOLN MKZ,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,5.0,21,31,24,5,No,370
LINCOLN MKZ,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,5.0,21,31,24,5,No,370
LINCOLN MKZ,2.0,4,SemiAuto-6,4WD,Gasoline,CA,midsize car,5.0,20,28,23,5,No,386
LINCOLN MKZ,2.0,4,SemiAuto-6,4WD,Gasoline,FA,midsize car,5.0,20,28,23,5,No,386
LINCOLN MKZ,3.0,6,SemiAuto-6,2WD,Gasoline,CA,midsize car,5.0,18,27,21,4,No,425
LINCOLN MKZ,3.0,6,SemiAuto-6,2WD,Gasoline,FA,midsize car,5.0,18,27,21,4,No,425
LINCOLN MKZ,3.0,6,SemiAuto-6,4WD,Gasoline,CA,midsize car,5.0,17,26,20,4,No,447
LINCOLN MKZ,3.0,6,SemiAuto-6,4WD,Gasoline,FA,midsize car,5.0,17,26,20,4,No,447
LINCOLN MKZ Hybrid,2.0,4,CVT,2WD,Gasoline,CA,midsize car,7.0,41,38,40,9,Yes,222
LINCOLN MKZ Hybrid,2.0,4,CVT,2WD,Gasoline,FA,midsize car,7.0,41,38,40,9,Yes,222
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,CA,standard SUV,5.0,16,23,19,3,No,469
LINCOLN Navigator,3.5,6,SemiAuto-10,2WD,Gasoline,FA,standard SUV,5.0,16,23,19,3,No,469
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,CA,standard SUV,5.0,16,21,18,3,No,499
LINCOLN Navigator,3.5,6,SemiAuto-10,4WD,Gasoline,FA,standard SUV,5.0,16,21,18,3,No,499
LINCOLN Navigator L,3.5,6,SemiAuto-10,2WD,Gasoline,CA,standard SUV,5.0,16,22,18,3,No,490
LINCOLN Navigator L,3.5,6,SemiAuto-10,2WD,Gasoline,FA,standard SUV,5.0,16,22,18,3,No,490
LOTUS Evora,3.5,6,Man-6,2WD,Gasoline,FA,small car,1.0,16,24,19,3,No,468
LOTUS Evora,3.5,6,Man-6,2WD,Gasoline,CA,small car,1.0,16,24,19,3,No,468
LOTUS Evora,3.5,6,SemiAuto-6,2WD,Gasoline,FA,small car,1.0,17,24,20,4,No,451
LOTUS Evora,3.5,6,SemiAuto-6,2WD,Gasoline,CA,small car,1.0,17,24,20,4,No,451
MASERATI Ghibli,3.0,6,Auto-8,2WD,Gasoline,CA,midsize car,1.0,17,24,19,3,No,460
MASERATI Ghibli,3.0,6,Auto-8,2WD,Gasoline,FA,midsize car,1.0,17,24,19,3,No,460
MASERATI Ghibli S,3.0,6,Auto-8,2WD,Gasoline,CA,midsize car,1.0,16,24,19,3,No,471
MASERATI Ghibli S,3.0,6,Auto-8,2WD,Gasoline,FA,midsize car,1.0,16,24,19,3,No,471
MASERATI Ghibli S Q4,3.0,6,Auto-8,4WD,Gasoline,CA,midsize car,1.0,16,24,19,3,No,475
MASERATI Ghibli S Q4,3.0,6,Auto-8,4WD,Gasoline,FA,midsize car,1.0,16,24,19,3,No,475
MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,CA,small car,1.0,13,21,16,2,No,572
MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,FA,small car,1.0,13,21,16,2,No,572
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,CA,small car,1.0,13,20,15,2,No,577
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,FA,small car,1.0,13,20,15,2,No,577
MASERATI Levante,3.0,8,Auto-8,4WD,Gasoline,CA,standard SUV,1.0,14,20,16,2,No,548
MASERATI Levante,3.0,8,Auto-8,4WD,Gasoline,FA,standard SUV,1.0,14,20,16,2,No,548
MASERATI Levante S,3.0,8,Auto-8,4WD,Gasoline,CA,standard SUV,1.0,14,19,16,2,No,557
MASERATI Levante S,3.0,8,Auto-8,4WD,Gasoline,FA,standard SUV,1.0,14,19,16,2,No,557
MASERATI Quattroporte S,3.0,6,Auto-8,2WD,Gasoline,CA,large car,1.0,16,23,18,3,No,482
MASERATI Quattroporte S,3.0,6,Auto-8,2WD,Gasoline,FA,large car,1.0,16,23,18,3,No,482
MASERATI Quattroporte S Q4,3.0,6,Auto-8,4WD,Gasoline,CA,large car,1.0,16,23,18,3,No,485
MASERATI Quattroporte S Q4,3.0,6,Auto-8,4WD,Gasoline,FA,large car,1.0,16,23,18,3,No,485
MASERATI Quattroporte V8,3.8,8,Auto-8,2WD,Gasoline,CA,large car,1.0,15,22,17,3,No,517
MASERATI Quattroporte V8,3.8,8,Auto-8,2WD,Gasoline,FA,large car,1.0,15,22,17,3,No,517
MAZDA 2,1.5,4,Man-6,2WD,Gasoline,CA,small car,3.0,30,39,34,8,Yes,264
MAZDA 2,1.5,4,Man-6,2WD,Gasoline,FA,small car,3.0,30,39,34,8,Yes,264
MAZDA 2,1.5,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,32,40,35,8,Yes,252
MAZDA 2,1.5,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,32,40,35,8,Yes,252
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,7.0,27,37,31,7,Yes,286
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,CA,small car,7.0,28,38,31,7,Yes,281
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,FA,midsize car,7.0,27,37,31,7,Yes,286
MAZDA 3,2.0,4,Man-6,2WD,Gasoline,FA,small car,7.0,28,38,31,7,Yes,281
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,28,37,32,7,Yes,280
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,28,37,31,7,Yes,283
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,28,37,32,7,Yes,280
MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,28,37,31,7,Yes,283
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,CA,midsize car,3.0,25,33,28,6,No,319
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,CA,small car,3.0,25,34,29,6,No,312
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,FA,midsize car,3.0,25,33,28,6,No,319
MAZDA 3,2.5,4,Man-6,2WD,Gasoline,FA,small car,3.0,25,34,29,6,No,312
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,26,35,30,7,Yes,301
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small car,7.0,27,36,30,7,Yes,293
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,26,35,30,7,Yes,301
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,small car,7.0,27,36,30,7,Yes,293
MAZDA 6,2.5,4,Man-6,2WD,Gasoline,CA,midsize car,7.0,24,33,27,6,No,328
MAZDA 6,2.5,4,Man-6,2WD,Gasoline,FA,midsize car,7.0,24,33,27,6,No,328
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7.0,26,35,29,6,No,302
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,7.0,26,35,29,6,No,302
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,3.0,23,31,26,5,No,335
MAZDA 6,2.5,4,SemiAuto-6,2WD,Gasoline,FA,midsize car,3.0,23,31,26,5,No,335
MAZDA CX-3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,29,34,31,7,Yes,290
MAZDA CX-3,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,29,34,31,7,Yes,290
MAZDA CX-3,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small car,3.0,27,32,29,6,No,308
MAZDA CX-3,2.0,4,SemiAuto-6,4WD,Gasoline,FA,small car,3.0,27,32,29,6,No,308
MAZDA CX-5 2WD,2.2,4,SemiAuto-6,2WD,Diesel,CA,small SUV,1.0,28,31,29,5,No,348
MAZDA CX-5 2WD,2.2,4,SemiAuto-6,2WD,Diesel,FA,small SUV,1.0,28,31,29,5,No,348
MAZDA CX-5 2WD,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,7.0,25,31,28,6,No,321
MAZDA CX-5 2WD,2.5,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,7.0,25,31,28,6,No,321
MAZDA CX-5 4WD,2.2,4,SemiAuto-6,4WD,Diesel,CA,small SUV,1.0,27,30,28,5,No,365
MAZDA CX-5 4WD,2.2,4,SemiAuto-6,4WD,Diesel,FA,small SUV,1.0,27,30,28,5,No,365
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,7.0,24,30,26,5,No,335
MAZDA CX-5 4WD,2.5,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,7.0,24,30,26,5,No,335
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3.0,22,28,24,5,No,362
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,FA,small SUV,3.0,22,28,24,5,No,362
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3.0,20,26,23,5,No,391
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,FA,small SUV,3.0,20,26,23,5,No,391
MAZDA MX-5,2.0,4,Man-6,2WD,Gasoline,CA,small car,3.0,26,33,29,6,No,305
MAZDA MX-5,2.0,4,Man-6,2WD,Gasoline,FA,small car,3.0,26,33,29,6,No,305
MAZDA MX-5,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3.0,26,35,29,6,No,303
MAZDA MX-5,2.0,4,SemiAuto-6,2WD,Gasoline,FA,small car,3.0,26,35,29,6,No,303
MERCEDES-BENZ AMG C43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small car,5.0,19,26,22,4,No,405
MERCEDES-BENZ AMG C43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small car,5.0,20,27,22,4,No,394
MERCEDES-BENZ AMG C43 4Matic,3.0,6,Auto-9,4WD,Gasoline,FA,small car,5.0,20,27,23,5,No,393
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,17,22,19,3,No,468
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,17,23,19,3,No,458
MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5.0,18,24,20,4,No,441
